c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,Mileage(Kmpl),Seats,oem,model,modelYear,variantName,price,kilometers_driven,ownerNo,Driver Airbag,Passenger Airbag,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,model_freq,variantName_freq,color_freq,drive_type_freq,tyre_type_freq,Insurance Type_Comprehensive,Insurance Type_Third Party,Fuel Type_Cng,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Lpg,Fuel Type_Petrol,Body Type_Convertibles,Body Type_Coupe,Body Type_Hatchback,Body Type_Hybrids,Body Type_MUV,Body Type_Minivans,Body Type_Pickup Trucks,Body Type_SUV,Body Type_Sedan,Body Type_Wagon,transmission_Automatic,transmission_Manual,city_bangalore,city_chennai,city_delhi,city_hyderabad,city_jaipur,city_kolkata
11,5,Tubeless Radial,4,FWD,0,0,3850,1695,1530,Gray,19,5,Maruti,Maruti Swift,2013,VXI,311000,65005,1,0,0,1,1,1,1,1,0,1,0.041821006093918034,0.04026765443900108,0.06141713466363962,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12,5,Tubeless Radial,3,FWD,0,0,3731,1579,1474,Red,22,5,Renault,Renault KWID,2022,RXT,464000,2657,1,1,1,1,1,1,1,1,1,1,0.01792328832596487,0.0029872147209941452,0.09535189389413311,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,5,Tubeless,4,FWD,0,0,3585,1595,1550,Gray,20,5,Hyundai,Hyundai i10,2011,Magna 1.1L,205000,16000,1,0,0,1,1,1,1,1,1,1,0.021866411757677142,0.0013143744772374237,0.06141713466363962,0.6674632572589317,0.1932130481539013,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14,5,Tubeless Radial,4,4WD,1,0,4598,1894,1706,Red,15,5,Tata,Tata Harrier,2023,XZA Plus AT BSVI,2175000,7426,1,1,1,1,1,1,1,1,0,1,0.0035846576651929743,0.0007169315330385948,0.09535189389413311,0.2200979806428486,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
15,5,Tubeless Radial,4,FWD,0,0,3995,1745,1510,Silver,21,5,Maruti,Maruti Baleno,2018,1.2 CVT Delta,643000,27046,1,1,1,1,1,1,1,1,0,1,0.03524913370773091,0.0016728402437567213,0.15306488230374,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16,5,Tubeless Radial,4,4WD,1,0,4795,1855,1835,Black,15,7,Toyota,Toyota Fortuner,2021,2.8 4WD AT,3750000,30100,1,1,1,1,1,1,1,1,0,0,0.0071693153303859485,0.000597442944198829,0.051141116023419766,0.2200979806428486,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
17,5,Tubeless Radial,3,4WD,0,0,3655,1620,1675,Brown,24,5,Maruti,Maruti Wagon R,2022,LXI BSVI,545000,9000,1,1,1,1,1,1,1,1,1,1,0.02987214720994145,0.0001194885888397658,0.03106703309833911,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18,5,Tubeless Radial,4,4WD,0,0,3995,1775,1505,Gray,21,5,Hyundai,Hyundai i20,2022,Sportz BSVI,750000,17000,1,1,1,1,1,1,1,1,0,1,0.03955072290596248,0.0007169315330385948,0.06141713466363962,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,5,Tubeless Radial,4,4WD,1,0,4395,1818,1640,Gray,17,5,Jeep,Jeep Compass,2021,2.0 Longitude Option AT,1650000,49200,1,1,1,1,1,1,1,1,0,1,0.012307324650495877,0.0001194885888397658,0.06141713466363962,0.2200979806428486,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
20,5,Tubeless,4,FWD,0,0,3585,1595,1550,Red,20,5,Hyundai,Hyundai i10,2009,Era,225000,35000,2,0,0,1,0,1,1,1,1,0,0.021866411757677142,0.002389771776795316,0.09535189389413311,0.6674632572589317,0.1932130481539013,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,5,Tubeless Radial,4,AWD,1,0,4371,1996,1649,Gray,0,5,Land Rover,Land Rover Range Rover Evoque,2020,2.0 R-Dynamic SE diesel 2020-2021,5990000,30000,2,1,1,1,1,1,1,1,0,0,0.0019118174214362528,0.0002389771776795316,0.013980164894252599,0.034890667941211616,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22,5,Tubeless Radial,3,FWD,0,0,3545,1515,1475,Silver,24,5,Maruti,Maruti Alto K10,2017,VXI Optional,315000,54044,1,1,0,1,1,1,1,1,0,1,0.010037041462540327,0.002509260365635082,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,5,Tubeless Radial,3,4WD,0,0,3993,1811,1606,Green,17,5,Tata,Tata Nexon,2021,XM BSVI,799000,6500,1,1,1,1,1,1,1,0,0,0,0.01051499581789939,0.0004779543553590632,0.005376986497789461,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,4,Tubeless Radial,4,FWD,0,0,4490,1730,1485,Red,21,5,Maruti,Maruti Ciaz,2017,VXi Option,526000,29159,1,1,1,1,1,1,1,1,0,1,0.015294539371490022,0.0002389771776795316,0.09535189389413311,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25,5,Tubeless Radial,4,AWD,1,0,4371,1996,1649,Silver,0,5,Land Rover,Land Rover Range Rover Evoque,2020,2.0 R-Dynamic SE diesel 2020-2021,5990000,30000,2,1,1,1,1,1,1,1,0,0,0.0019118174214362528,0.0002389771776795316,0.15306488230374,0.034890667941211616,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
26,4,Tubeless Radial,4,FWD,0,0,4440,1695,1495,Brown,18,5,Honda,Honda City,2016,i VTEC CVT VX,675000,31968,1,1,1,1,1,1,1,1,0,1,0.04421077787071335,0.0038236348428725055,0.03106703309833911,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
27,5,Tubeless Radial,4,4WD,0,0,3805,1680,1520,Blue,21,5,Hyundai,Hyundai Grand i10 Nios,2019,Asta,612000,44150,2,1,1,1,1,1,1,1,0,1,0.0071693153303859485,0.004182100609391803,0.07229059624805831,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,5,Tubeless Radial,4,FWD,0,0,3940,1710,1505,Silver,17,5,Hyundai,Hyundai i20,2010,1.2 Magna Opt,189000,60000,1,1,0,1,1,1,1,0,0,0,0.03955072290596248,0.0004779543553590632,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,5,Tubeless,4,FWD,0,0,4270,1780,1665,Gray,15,5,Hyundai,Hyundai Creta,2018,1.6 SX Automatic,990000,25009,1,1,1,1,1,1,1,1,0,1,0.023180786234914565,0.0008364201218783606,0.06141713466363962,0.6674632572589317,0.1932130481539013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
30,5,Tubeless Radial,4,4WD,0,0,3845,1735,1530,Silver,22,5,Maruti,Maruti Swift,2020,VXI,534000,46469,1,1,1,1,1,1,1,1,0,0,0.041821006093918034,0.04026765443900108,0.15306488230374,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31,5,Tubeless,4,FWD,0,0,4270,1780,1630,White,13,5,Hyundai,Hyundai Creta,2018,1.6 VTVT SX Plus,800000,45000,1,1,1,1,1,1,1,1,0,1,0.023180786234914565,0.002389771776795316,0.1977536145298124,0.6674632572589317,0.1932130481539013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,4,Tubeless Radial,4,4WD,0,0,4440,1729,1475,Black,18,5,Hyundai,Hyundai Verna,2020,SX Opt,983000,31577,1,1,1,1,1,1,1,1,0,1,0.021746923168837376,0.0003584657665192974,0.051141116023419766,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
33,5,Tubeless Radial,3,FWD,0,0,3715,1635,1565,Red,23,5,Maruti,Maruti Celerio,2014,VXI AT,281000,56005,1,0,0,1,1,1,1,1,1,1,0.0181622655036444,0.002031306010276019,0.09535189389413311,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34,5,Tubeless Radial,3,FWD,0,0,3655,1620,1675,Brown,22,5,Maruti,Maruti Wagon R,2021,VXI,535000,10005,1,1,0,1,1,1,1,1,0,1,0.02987214720994145,0.04026765443900108,0.03106703309833911,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,5,Tubeless,4,FWD,0,0,3765,1660,1520,Red,19,5,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Asta,475000,41163,1,1,1,1,1,1,1,1,0,1,0.03106703309833911,0.002389771776795316,0.09535189389413311,0.6674632572589317,0.1932130481539013,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36,4,Tubeless Radial,4,RWD,1,0,5063,1860,1494,Gray,16,5,Mercedes-Benz,Mercedes-Benz E-Class,2020,Exclusive E 220d,5300000,17839,1,1,1,1,1,1,1,1,0,0,0.005496475086629227,0.0004779543553590632,0.06141713466363962,0.05102162743458,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
37,4,Tubeless Radial,4,FWD,0,0,4425,1730,1495,Red,17,5,Toyota,Toyota Yaris,2019,V,695000,3800,1,1,1,1,1,1,1,1,0,0,0.002031306010276019,0.0013143744772374237,0.09535189389413311,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
38,5,Tubeless Radial,3,FWD,0,0,3655,1620,1675,Blue,22,5,Maruti,Maruti Wagon R,2018,VXI,395000,34124,1,1,0,1,1,1,1,1,0,1,0.02987214720994145,0.04026765443900108,0.07229059624805831,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39,5,Tubeless Radial,4,4WD,0,0,3940,1710,1505,Silver,22,5,Hyundai,Hyundai i20,2012,1.4 CRDi Magna,200000,50000,2,0,0,1,1,1,1,0,1,1,0.03955072290596248,0.000597442944198829,0.25905126060461225,0.2200979806428486,0.7710598637830087,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40,4,Tubeless Radial,4,FWD,0,0,4440,1695,1495,Maroon,17,5,Honda,Honda City,2018,i-VTEC VX,750000,48168,1,1,1,1,1,1,1,1,0,1,0.04421077787071335,0.006093918030828056,0.008483689807623372,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
41,5,Tubeless Radial,4,FWD,1,0,4585,1866,1774,Silver,17,8,Mahindra,Mahindra Marazzo,2019,M2 8Str BSIV,975000,20000,3,1,1,1,1,1,1,1,1,1,0.001194885888397658,0.0002389771776795316,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
42,4,Tubeless Radial,4,FWD,0,0,3995,1695,1555,White,19,5,Maruti,Maruti Swift Dzire,2018,LXI,480000,56357,1,0,0,0,0,0,0,0,0,0,0.03023061297646075,0.017325845381766042,0.1977536145298124,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
43,4,Tubeless Radial,4,2WD,0,0,4160,1690,1530,Blue,18,5,Maruti,Maruti Swift Dzire,2010,VXi,245000,60000,1,0,0,1,1,1,1,0,0,1,0.03023061297646075,0.003465169076353208,0.07229059624805831,0.02652646672242801,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
44,5,Tubeless Radial,4,FWD,0,0,3995,1745,1510,Blue,21,5,Maruti,Maruti Baleno,2022,Delta,719000,10585,1,1,1,1,1,1,1,1,0,1,0.03524913370773091,0.002031306010276019,0.07229059624805831,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,4,Tubeless Radial,4,FWD,0,0,4545,1750,1450,Silver,13,5,Honda,Honda Civic,2012,1.8 V AT Elegance,375000,50000,2,1,1,1,1,1,1,0,0,0,0.0017923288325964871,0.0001194885888397658,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
46,4,Tubeless Radial,4,2WD,0,0,4160,1690,1530,Blue,18,5,Maruti,Maruti Swift Dzire,2010,VXi,245000,60000,1,0,0,1,1,1,1,0,0,1,0.03023061297646075,0.003465169076353208,0.07229059624805831,0.02652646672242801,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
47,5,Tubeless Radial,4,4WD,0,0,4300,1790,1635,White,0,5,Hyundai,Hyundai Creta,2020,S BSVI,1214000,17642,1,1,1,1,1,1,1,1,0,1,0.023180786234914565,0.0015533516549169554,0.1977536145298124,0.2200979806428486,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
48,5,Tubeless,3,FWD,1,0,3746,1647,1535,Silver,27,5,Tata,Tata Tiago,2018,1.05 Revotorq XZ Plus DualTone,439000,20000,1,1,1,1,1,1,1,1,0,1,0.011470904528617517,0.0001194885888397658,0.25905126060461225,0.6674632572589317,0.1932130481539013,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
49,5,Tubeless Radial,4,4WD,0,0,3805,1680,1520,Blue,21,5,Hyundai,Hyundai Grand i10 Nios,2021,Asta,753000,9157,1,1,1,1,1,1,1,1,0,1,0.0071693153303859485,0.004182100609391803,0.07229059624805831,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50,4,Tubeless Radial,4,FWD,0,0,3990,1680,1505,Silver,18,5,Honda,Honda Amaze,2016,S i-Vtech,362000,65979,2,0,0,1,1,1,1,1,0,1,0.020910503046959017,0.002867726132154379,0.25905126060461225,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
51,4,Tubeless Radial,4,FWD,1,0,4386,1699,1466,Gold,20,5,Skoda,Skoda Rapid,2014,1.6 TDI Active Plus,300000,65000,1,0,0,1,1,1,1,1,1,1,0.007886246863424543,0.0002389771776795316,0.006332895208507588,0.6674632572589317,0.7710598637830087,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
52,5,Radial,3,2WD,0,0,3429,1560,1541,Silver,22,5,Datsun,Datsun RediGO,2020,1.0 T Option,389000,7940,2,0,0,1,1,1,1,1,1,1,0.005496475086629227,0.0014338630660771896,0.15306488230374,0.02652646672242801,0.025929023778229178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53,5,Tubeless Radial,4,4WD,0,0,3565,1525,1590,Black,0,5,Hyundai,Hyundai Santro Xing,2010,GL,115000,100000,4,0,0,1,0,1,1,0,0,0,0.0071693153303859485,0.001194885888397658,0.051141116023419766,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
54,4,Tubeless Radial,4,4WD,1,0,4520,1817,1421,Red,16,5,BMW,BMW 3 Series,2011,320d Highline,865000,40000,1,1,1,1,1,1,1,1,0,0,0.004660054964750866,0.0002389771776795316,0.09535189389413311,0.2200979806428486,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
55,4,Tubeless Radial,4,FWD,0,0,4560,1730,1487,Gray,15,5,Fiat,Fiat Linea,2011,Dynamic,185000,60000,2,1,1,1,1,1,1,1,0,1,0.0014338630660771896,0.0001194885888397658,0.013980164894252599,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
56,4,Tubeless Runflat,4,RWD,1,0,4936,2126,1466,Gray,20,5,BMW,BMW 5 Series,2019,520d Luxury Line,3950000,19859,1,1,1,1,1,1,1,1,0,0,0.004421077787071335,0.002509260365635082,0.06141713466363962,0.05102162743458,0.004421077787071335,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
57,5,Tubeless,4,4WD,1,0,4882,1894,1848,White,12,5,Jeep,Jeep Wrangler,2023,Rubicon BSVI,6250000,7405,1,1,1,1,1,1,1,1,0,0,0.0004779543553590632,0.0003584657665192974,0.1977536145298124,0.2200979806428486,0.1932130481539013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
58,5,Tubeless Radial,4,FWD,0,0,4453,1735,1666,Silver,15,7,Honda,Honda BR-V,2016,i-VTEC V MT,620000,52922,1,1,1,1,1,1,1,1,0,1,0.0010753972995578922,0.0002389771776795316,0.15306488230374,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
59,5,Tubeless Radial,4,FWD,0,0,3999,1765,1708,Red,16,5,Ford,Ford Ecosport,2015,1.5 Ti VCT MT Trend BSIV,350000,60000,1,1,1,1,1,1,1,1,0,1,0.01995459433624089,0.0003584657665192974,0.09535189389413311,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
60,5,Tubeless,4,FWD,0,0,3765,1660,1520,Blue,19,5,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Asta,464000,32000,1,1,1,1,1,1,1,1,0,1,0.03106703309833911,0.002389771776795316,0.07229059624805831,0.6674632572589317,0.1932130481539013,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61,5,Tubeless Radial,4,FWD,0,0,3955,1694,1544,Red,19,5,Honda,Honda Jazz,2017,1.2 V i VTEC,412000,47739,2,1,1,1,1,1,1,1,0,1,0.01338272195005377,0.002389771776795316,0.09535189389413311,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62,5,Tubeless Radial,3,FWD,0,0,3545,1490,1475,Silver,24,5,Maruti,Maruti Alto K10,2019,VXI AGS Optional,375000,10717,2,1,0,1,1,1,1,1,1,1,0.010037041462540327,0.000597442944198829,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
63,4,Tubeless Radial,4,FWD,1,0,4440,1695,1495,White,25,5,Honda,Honda City,2015,i DTEC VX,621000,41000,1,1,1,1,1,1,1,1,0,1,0.04421077787071335,0.0008364201218783606,0.1977536145298124,0.6674632572589317,0.7710598637830087,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
64,5,Tubeless Radial,4,FWD,0,0,3610,1645,1560,Silver,20,5,Hyundai,Hyundai Santro,2020,Magna Corp Edition,443000,17619,2,1,0,1,1,1,1,1,1,1,0.006093918030828056,0.0001194885888397658,0.15306488230374,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
65,5,Tubeless Radial,3,FWD,0,0,3731,1579,1474,Red,22,5,Renault,Renault KWID,2021,1.0 RXT Opt,422000,9221,1,1,1,1,1,1,1,1,1,1,0.01792328832596487,0.0014338630660771896,0.09535189389413311,0.6674632572589317,0.7710598637830087,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
66,5,Tubeless Radial,4,FWD,0,0,3999,1734,1601,Silver,18,5,Honda,Honda WR-V,2019,i-VTEC S,550000,70000,1,1,1,1,1,1,1,1,0,1,0.009798064284860795,0.0014338630660771896,0.15306488230374,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
67,5,Tubeless Radial,4,4WD,0,0,3845,1735,1530,Silver,22,5,Maruti,Maruti Swift,2019,VXI,545000,10519,1,1,1,1,1,1,1,1,0,0,0.041821006093918034,0.04026765443900108,0.15306488230374,0.2200979806428486,0.7710598637830087,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
68,4,Tubeless Radial,4,FWD,0,0,4370,1700,1475,Silver,17,5,Hyundai,Hyundai Verna,2014,1.6 SX VTVT (O),450000,50000,2,1,1,1,1,1,1,1,0,1,0.021746923168837376,0.0003584657665192974,0.25905126060461225,0.6674632572589317,0.7710598637830087,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
69,5,Tubeless Radial,3,4WD,0,0,3695,1655,1555,Silver,36,5,Maruti,Maruti Celerio,2022,VXI CNG,597000,19907,1,1,1,1,1,1,1,1,0,1,0.0181622655036444,0.0008364201218783606,0.25905126060461225,0.2200979806428486,0.7710598637830087,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
